,game_id,passer_player_name,posteam,defteam,season,week,passing_yards,home_flag_passer,pass_attempts,roof,surface,completion_percentage_ewma_passer,pass_attempts_ewma_passer,air_yards_ewma_passer,yards_after_catch_ewma_passer,epa_ewma_passer,interception_ewma_passer,qb_hit_ewma_passer,sack_ewma_passer,pass_touchdown_ewma_passer,passing_yards_ewma_passer,cpoe_ewma_passer,home_flag_defense,completion_percentage_ewma_defense,pass_attempts_ewma_defense,air_yards_ewma_defense,yards_after_catch_ewma_defense,epa_ewma_defense,interception_ewma_defense,qb_hit_ewma_defense,sack_ewma_defense,pass_touchdown_ewma_defense,passing_yards_ewma_defense,cpoe_ewma_defense
649,2020_14_DAL_CIN,B.Allen,CIN,DAL,2020,14,217.0,True,36.0,outdoors,grass,0.6101190447807311,20.5,160.0,104.99999999999999,-9.653687596321104,1.0,8.0,4.25,1.0,148.75,-7.600548982620239,False,0.7496112776010326,20.09733554117116,120.20897561342767,67.46947162426616,-3.888716709876696,0.905355261177179,1.9657835315369565,0.8551031160620203,1.8761515881378894,143.4493903356917,4.1864600709192406
651,2020_17_BAL_CIN,B.Allen,CIN,BAL,2020,17,48.0,True,19.0,outdoors,grass,0.7588159650564194,35.125,252.92499999999998,169.35,16.980106437206267,0.10000000000000002,3.2750000000000004,0.4250000000000001,1.675,314.125,6.730755996704101,False,0.6297717809065198,38.950460752896426,354.37276611889445,107.19814625588879,-1.2317003787976388,0.11005605584146975,9.23373224411673,5.14270300467506,1.3244650149635102,254.70327507895027,-0.7699683847043748
653,2021_06_CIN_DET,J.Burrow,CIN,DET,2021,6,271.0,False,28.0,dome,fieldturf,0.7428583108689175,33.388429752066116,276.6280991735537,135.1818181818182,5.808326979314001,1.4876033057851241,5.636363636363637,2.396694214876033,2.0743801652892566,285.8429752066116,5.041511590569473,True,0.7435843939623558,28.024793388429757,268.90909090909093,74.68595041322315,5.282672836760844,0.9669421487603307,2.776859504132232,1.942148760330579,0.8595041322314051,261.0330578512397,7.25019589731516
655,2021_09_CLE_CIN,J.Burrow,CIN,CLE,2021,9,282.0,True,38.0,outdoors,fieldturf,0.6439804757331931,33.31067073170732,252.68628048780494,140.93353658536586,5.156669723951236,1.017987804878049,5.2457317073170735,2.459146341463415,2.965853658536586,295.77347560975613,2.538636360580965,False,0.6492696421902355,34.12957317073171,219.6765243902439,155.09298780487808,4.437700089012705,0.23140243902439028,4.782012195121951,2.0182926829268295,1.517378048780488,247.88445121951221,-0.27741515680057244
657,2021_12_PIT_CIN,J.Burrow,CIN,PIT,2021,12,190.0,True,23.0,outdoors,fieldturf,0.6950670624793569,31.478932393984554,258.2985706543829,107.88094431648828,-1.8768168000239145,0.5575464029264329,6.360655737704918,3.384365262159599,0.9961726053380302,194.19533261075736,3.637937397450156,False,0.6941015839076046,35.46257282211082,216.29907871562122,182.2497290340062,7.6183419136146,0.743801652892562,4.7946416474732425,2.5929413358623496,2.090807478661428,309.9538341688118,-3.8949958861576737
658,2021_18_CIN_CLE,B.Allen,CIN,CLE,2021,18,136.0,False,29.0,outdoors,grass,0.19230769230769232,1.2307692307692306,5.076923076923077,1.4615384615384617,-0.7361804246902465,0.0,0.0,0.0,0.07692307692307693,1.9230769230769231,-51.822596329909096,True,0.5914600160859553,41.56380592992915,262.9906543402145,91.0137301053367,-10.699708610851417,0.7797944651764408,3.8961716014599945,1.6003685762817699,1.44421846774853,153.4104359170687,-9.39682295159766
660,2022_09_CAR_CIN,J.Burrow,CIN,CAR,2022,9,206.0,True,28.0,outdoors,fieldturf,0.7515677634172324,35.987500000000004,237.45274390243904,132.97134146341463,0.5951900064400065,0.6926829268292684,5.9384146341463415,4.29359756097561,2.273475609756098,292.582012195122,5.689142212835027,False,0.7416865893253466,31.741158536585363,302.73048780487807,155.1329268292683,4.195473161557826,1.4213414634146342,5.640243902439026,1.6932926829268293,2.144207317073171,261.01646341463413,4.361300557015873
662,2014_15_JAX_BAL,B.Bortles,JAX,BAL,2014,15,210.0,False,36.0,outdoors,sportturf,0.5501174222434719,36.32120397863909,231.44117281790162,122.02813498470191,-9.079781839869987,0.7824957944294537,8.41897643751482,4.648617524527792,0.9093741885224618,200.67180743567454,-13.933717506044614,True,0.7204202311406616,36.04329991055759,228.3296899873426,137.48346193554377,2.2967249301697708,0.32424315790662117,8.846851514311412,4.9006524403476845,1.6313028359390387,275.8530723404682,3.887371730898753
664,2018_09_TB_CAR,R.Fitzpatrick,TB,CAR,2018,9,243.0,False,38.0,outdoors,grass,0.6836367801201246,18.355371900826448,222.76033057851242,67.5702479338843,8.537455187356176,0.4710743801652894,3.1900826446280997,1.388429752066116,1.694214876033058,201.96694214876032,6.000159363116114,True,0.6613743768737388,40.20951509606588,379.9652333028363,102.3092406221409,-1.3145506139861696,1.4190301921317474,6.32113449222324,2.492223238792315,2.0228728270814273,253.00091491308325,1.4163982117819545
666,2021_19_SF_DAL,D.Prescott,DAL,SF,2021,19,254.0,True,41.0,closed,matrixturf,0.7383974356010242,30.71907917722883,234.2494334063083,93.47294585975423,21.006444149301764,0.019863162628883227,3.2526850826265044,1.2233664260598718,4.334113214665368,279.5342007474669,8.510911705101414,False,0.6954285216677505,30.322145360170758,257.1605759175058,68.2518169367017,5.237687804898531,1.5594280731969345,9.802205080089646,4.424649521502071,2.3449212492082827,220.02063475807006,-0.11667140741842856
669,2023_04_NE_DAL,D.Prescott,DAL,NE,2023,4,261.0,True,34.0,closed,matrixturf,0.6737127716724689,37.61538461538461,193.3076923076923,142.3076923076923,0.11350464820861815,0.6923076923076922,3.923076923076923,1.6153846153846152,1.1538461538461537,242.23076923076923,-0.3627299895653358,False,0.5744347755725567,33.46153846153846,255.84615384615384,85.23076923076923,-8.323648306039663,0.23076923076923075,5.615384615384614,2.5384615384615383,0.3076923076923077,179.23076923076923,-1.5755858788123491
674,2014_04_JAX_SD,B.Bortles,JAX,LAC,2014,4,254.0,False,35.0,outdoors,grass,0.6363636255264282,22.0,208.0,136.0,3.4753036499023438,2.0,2.0,1.0,2.0,223.0,-4.97830057144165,True,0.6048960410631619,36.3076923076923,246.9230769230769,168.69230769230768,-2.9516074474041276,0.0,4.461538461538461,2.692307692307692,1.3076923076923077,234.76923076923075,-2.8193383400256815
675,2014_05_PIT_JAX,B.Bortles,JAX,PIT,2014,5,191.0,True,34.0,outdoors,grass,0.7805194854736328,31.75,203.5,148.75,-1.323225677013397,2.0,4.25,2.5,1.25,246.25,6.172701954841614,False,0.5741883799433708,39.824999999999996,427.725,93.575,5.67370707988739,0.6749999999999999,4.15,1.4250000000000003,1.9749999999999999,296.09999999999997,-0.9219065427780145
676,2014_06_JAX_TEN,B.Bortles,JAX,TEN,2014,6,336.0,False,44.0,outdoors,grass,0.6881236571532029,33.30769230769231,260.6153846153846,95.61538461538463,-8.044640962894146,2.0,4.769230769230769,1.4615384615384617,0.38461538461538464,207.99999999999997,-0.4620818174802337,True,0.624002201005447,35.867768595041326,404.0743801652893,68.0,9.540923217111384,0.9917355371900828,3.512396694214876,0.8016528925619835,3.0082644628099175,302.21487603305786,1.0760719372221264
677,2014_07_CLE_JAX,B.Bortles,JAX,CLE,2014,7,159.0,True,28.0,outdoors,grass,0.7145492941141128,40.525,302.725,147.85,-5.205781644582749,1.325,6.275,4.5249999999999995,0.8,294.4,3.7472690165042875,False,0.5620568429142977,37.94214876033058,412.25619834710744,81.31404958677686,-5.418829878499685,0.7768595041322315,4.636363636363637,2.0826446280991737,1.4710743801652892,238.78512396694214,-3.6802232009320215
678,2014_08_MIA_JAX,B.Bortles,JAX,MIA,2014,8,221.0,True,32.0,outdoors,grass,0.6426491229987341,32.1404958677686,266.7603305785124,120.50413223140497,-15.089379836705106,2.4462809917355375,5.421487603305786,2.834710743801653,0.9338842975206612,203.76033057851242,-5.2602926817807285,False,0.6279261341461769,35.40384615384615,308.3791208791209,86.97802197802199,-8.264926488582905,0.8901098901098902,3.873626373626374,2.9532967032967035,1.5686813186813187,212.93406593406596,-1.7254755816698728
679,2014_09_JAX_CIN,B.Bortles,JAX,CIN,2014,9,247.0,False,32.0,outdoors,fieldturf,0.5891429777001287,32.0467032967033,304.30494505494505,112.82417582417582,-16.78704554104543,2.1483516483516483,5.8076923076923075,3.6126373626373627,0.978021978021978,215.26923076923077,-9.064537831060179,True,0.5688342864864591,35.23787740164684,323.064043915828,133.65324794144558,-3.515663612030671,1.433668801463861,4.46569075937786,1.161024702653248,0.6459286367795061,237.2717291857274,-7.986735787941356
680,2014_10_DAL_JAX,B.Bortles,JAX,DAL,2014,10,290.0,True,36.0,outdoors,grass,0.6547443219422203,32.01555352241537,274.7548032936871,110.27355901189387,-6.674143047476732,1.3824336688014638,5.935956084172004,2.5370539798719123,1.6596523330283623,236.4327538883806,0.1442352473354076,False,0.7044487535596172,31.92134945635606,271.38989940046747,105.14744436541002,5.926535999105055,0.9270399349659587,7.083121633980287,2.0556853978254246,2.231074077837618,256.5300274362362,6.612339260871061
681,2014_12_JAX_IND,B.Bortles,JAX,IND,2014,12,146.0,False,26.0,closed,fieldturf,0.6256510760362555,34.67225609756098,236.9125,164.76615853658538,-1.8726309438667652,1.127439024390244,5.31189024390244,3.5125,0.553048780487805,272.14969512195125,-6.286236294522518,True,0.647746921828237,35.1162782820756,337.3032109470262,140.3106625118548,10.072785539781961,1.3386397507112857,4.731574312423791,0.8215688931039156,2.2322178566589894,295.58166237637175,2.14471678589841
682,2014_13_NYG_JAX,B.Bortles,JAX,NYG,2014,13,194.0,True,35.0,outdoors,grass,0.5931640897275906,28.890458286759475,122.96504420282494,156.2549537648613,-13.87168806342499,1.0424753581953052,5.770653388883244,3.8375165125495383,0.1843308606848898,188.04562544456869,-12.971192962475733,False,0.6629865284413464,25.901911417700656,292.29704311697697,123.2506181341944,10.550949369941947,0.16430514942476832,3.1341379427139198,1.7494834769060552,3.0191932078624415,251.089067774604,4.585383609546782
683,2014_14_HOU_JAX,B.Bortles,JAX,HOU,2014,14,205.0,True,38.0,outdoors,grass,0.5977214563165055,32.96355507383823,234.32356726730796,108.08416881181414,-9.128258541494894,0.3474800162579596,7.2569096328410785,5.945874542744886,0.7281194960032515,192.01527570789867,-7.7014948203544,False,0.6669203611380425,31.09706081589643,378.9271752220383,108.85711651362337,-10.613553235519369,2.380050429023032,7.124352702092429,2.3489801294595813,1.732033719704953,271.27349841938883,3.8250399876485184
685,2014_16_TEN_JAX,B.Bortles,JAX,TEN,2014,16,115.0,True,26.0,outdoors,grass,0.5722613913923543,36.10706758994431,307.1472000602138,102.00934065934067,-10.784464331611655,0.9274988709920217,12.139665813638418,6.882876712328767,0.30312358874002715,206.89061418034018,-7.805325028794225,False,0.5984978073916086,31.832538290032463,288.4941116060154,98.21155943338947,2.641708662873542,0.28029206969396414,4.779734675205856,2.0994160947762976,1.3704720583537253,213.71568615972345,-0.836814898402049
687,2014_17_JAX_HOU,B.Bortles,JAX,HOU,2014,17,117.0,False,33.0,closed,grass,0.5240871002479756,29.36901830370528,201.71566722406143,68.00309222352824,-7.421882259476379,0.30916590249648446,6.713218534273503,4.960957698633024,0.7677081543126169,145.6301663026666,-13.715877583627805,True,0.4817719174945922,42.70729935787439,431.58989904874977,109.58730066250348,-19.742837666063068,2.3844463124923947,9.004605786671123,2.1610733250325844,1.9160012616989757,196.78790215783698,-16.362229266026233
690,2015_02_MIA_JAX,B.Bortles,JAX,MIA,2015,2,273.0,True,33.0,outdoors,grass,0.5945945978164673,37.0,285.0,96.0,-19.087581634521484,2.0,7.0,5.0,1.0,183.0,-7.8434739112854,False,0.7241379022598267,29.0,300.0,64.0,0.719113826751709,2.0,1.0,1.0,1.0,196.0,4.767879486083984
691,2015_03_JAX_NE,B.Bortles,JAX,NE,2015,3,242.0,False,32.0,outdoors,fieldturf,0.557739570736885,34.0,360.74999999999994,84.74999999999999,0.753935813903808,0.5,4.0,1.25,1.75,250.49999999999997,-6.561301827430725,True,0.81456458568573,29.5,307.0,109.49999999999999,-1.271725177764892,2.5,9.5,6.749999999999999,2.5,269.24999999999994,12.249651432037352
692,2015_04_JAX_IND,B.Bortles,JAX,IND,2015,4,298.0,False,49.0,open,fieldturf,0.5394006371498107,32.61538461538461,381.6923076923077,95.99999999999999,5.428055249727688,0.8461538461538461,2.6153846153846154,1.7692307692307692,1.9230769230769227,244.6153846153846,-5.677494232471172,True,0.6555812588104835,38.15384615384615,394.6153846153846,139.53846153846152,2.257228665626966,1.6153846153846152,4.615384615384615,2.3076923076923075,1.9230769230769227,325.38461538461536,3.263602715272169
